Reference Number,Origin City ,Origin State,Origin Zip,Origin Country,Destination City,Destination State,Destination Zip,Destination Country,Pickup Date,Freight Class,Weight,Hazardous,Scac 
MG3024998,Huntington Park,CA,90255,USA,SPRING PARK,MN,55384,USA,9/19/2011,70,745,FALSE,
TYL3025021,SANTA FE SPRINGS,CA,90670,USA,Triverton,RI,02878,USA,9/19/2011,250,162,FALSE,
WES3025034,Industry,CA,90601,USA,Corona,NY,11368,USA,9/19/2011,65,785,FALSE,
NSH3025048,Canyon Country,CA,91351,USA,SMITHTOWN,NY,11787,USA,9/19/2011,85,799,FALSE,
MMM3025063,GARDENA,CA,90248,USA,BUFFALO,NY,14207,USA,9/19/2011,150,3920,FALSE,
KAS3025064,Escondido,CA,92029,USA,ORLANDO,FL,32804,USA,9/19/2011,100,185,FALSE,
SFWQ5458885,Corona,CA,92882,USA,CHICAGO,IL,60609,USA,9/19/2011,55,830,FALSE,
LD3025071,WALNUT,CA,91789,USA,Carrollton,TX,75006,USA,9/19/2011,70,750,FALSE,
LBC3025074,Gardena,CA,90249,USA,ORLANDO,FL,32811,USA,9/19/2011,150,159,FALSE,
AEA2923337,Chatsworth,CA,91911,USA,North Mankato,MN,56003,USA,9/19/2011,125,592,FALSE,
AEA2923360,City of Industry,CA,91748,USA,North Mankato,MN,56003,USA,9/19/2011,150,321,FALSE,
KAS3025175,City of Industry,CA,91745,USA,Indianapolis,IN,46226,USA,9/19/2011,100,555,FALSE,
PSD3025178,Arcadia,CA,91006,USA,Dover,DE,19901,USA,9/19/2011,70,1030,FALSE,
KAS3025189,Huntington Beach,CA,92648,USA,POPLAR BLUFF,MO,63901,USA,9/19/2011,70,235,FALSE,
SBC3025262,OXNARD,CA,93030,USA,CEDARHURST,NY,11516,USA,9/19/2011,150,165,FALSE,
SSI3025263,Placentia,CA,92870,USA,Fort Wayne,IN,46825,USA,9/19/2011,55,1103,FALSE,
ULRD3025392,SANTA FE SPRINGS,CA,90670,USA,Laredo,TX,78045,USA,9/19/2011,50,627,FALSE,
KAS3025394,Los Angeles,CA,90040,USA,TAMPA,FL,33619,USA,9/19/2011,65,226,FALSE,
MMM3025402,Carson,CA,90810,USA,Tampa,FL,33614,USA,9/19/2011,70,420,FALSE,
MSP3025414,WALNUT,CA,91789,USA,PLANO,TX,75025,USA,9/19/2011,85,180,FALSE,
KAS3025417,Los Angeles,CA,90040,USA,CORPUS CHRISTI,TX,78415,USA,9/19/2011,65,356,FALSE,
FAR3025428,CHINO,CA,91710,USA,LINCOLN,NE,68528,USA,9/19/2011,77.5,2684,FALSE,
LBC3025434,SANTA ANA,CA,92704,USA,ROCHESTER,MI,48309,USA,9/19/2011,250,305,FALSE,
SGA3025455,Irvine,CA,92618,USA,MIAMI,FL,33182,USA,9/19/2011,92.5,250,FALSE,
JNWQ5457475,Santa Fe Springs,CA,90670,USA,Hauppauge,NY,11788,USA,9/19/2011,60,1325,FALSE,
NSH3025558,LA PUENTE,CA,91744,USA,CYPRESS,TX,77429,USA,9/19/2011,70,2676,FALSE,
JNWQ5461026,Long Beach,CA,90810,USA,South Kearny,NJ,07032,USA,9/19/2011,60,3905,FALSE,
HOU3025582,San Clemente,CA,92673,USA,Conroe,TX,77303,USA,9/19/2011,92.5,4599,FALSE,
MMM3025590,Costa Mesa,CA,92627,USA,TAYLOR,MI,48180,USA,9/19/2011,70,118,FALSE,
PSD3025591,Duarte,CA,91010,USA,Nashville,TN,37210,USA,9/19/2011,200,150,FALSE,
KAS3025592,Huntington Beach,CA,92647,USA,JERSEY CITY,NJ,07307,USA,9/19/2011,65,957,FALSE,
LAC3025598,Orange,CA,92865,USA,LONG PRAIRIE,MN,56347,USA,9/19/2011,70,169,FALSE,
AEA2923882,INGLEWOOD,CA,90302,USA,Jacksonville,FL,32209,USA,9/19/2011,70,150,FALSE,
KAS3025616,Huntington Beach,CA,92647,USA,MIAMI,FL,33166,USA,9/19/2011,65,1429,FALSE,
MG3025633,OXNARD,CA,93030,USA,LEXINGTON,NC,27295-8524,USA,9/19/2011,60,1231,FALSE,
LAC3025634,LOS ANGELES,CA,90058,USA,CHICAGO,IL,60618,USA,9/19/2011,150,232,FALSE,
LBC3025638,BLOOMINGTON,CA,92316,USA,ASBURY PARK,NJ,07712,USA,9/19/2011,85,200,FALSE,
KAS3025686,Placentia,CA,92870,USA,Farmington Hills,MI,48336,USA,9/19/2011,70,345,FALSE,
KAS3025692,Vernon,CA,90058,USA,Springfield,IL,62711,USA,9/19/2011,85,5764,FALSE,
KAS3025705,Placentia,CA,92870,USA,Stamford,CT,06902,USA,9/19/2011,70,300,FALSE,
NSH3025727,LA PUENTE,CA,91744,USA,NEVIS,MN,56467,USA,9/19/2011,70,302,FALSE,
KAS3025729,Fountain Valley,CA,92708,USA,Buford,GA,30519,USA,9/19/2011,125,1400,FALSE,
OAKQ5461425,Huntington Beach,CA,92647,USA,Davie,FL,33317,USA,9/19/2011,100,246,FALSE,
LAC3025741,LOS ANGELES,CA,90063,USA,PONTIAC,MI,48342,USA,9/19/2011,150,1500,FALSE,
STP3025749,Carson,CA,90746,USA,Boca Raton,FL,33487,USA,9/19/2011,92.5,290,FALSE,
LAC3025759,LOS ANGELES,CA,90063,USA,DETROIT,MI,48207,USA,9/19/2011,150,620,FALSE,
LAC3025775,LOS ANGELES,CA,90063,USA,DEARBORN,MI,48126,USA,9/19/2011,150,630,FALSE,
KAS3025779,Fullerton,CA,92831,USA,Gas City,IN,46933,USA,9/19/2011,70,700,FALSE,
SBC3025784,RIVERSIDE,CA,92503,USA,PRINCE GEORGE,VA,23875,USA,9/19/2011,70,1135,FALSE,
JNW2924146,City Of Industry,CA,91745,USA,Washington,NJ,07882,USA,9/19/2011,70,6240,FALSE,
SFWQ5461162,NORTH HOLLYWOOD,CA,91601,USA,ORLANDO,FL,32837,USA,9/19/2011,85,200,FALSE,
KAS3025823,Los Angeles,CA,90040,USA,HOUSTON,TX,77080,USA,9/19/2011,65,360,FALSE,
FVD3025844,RANCHO DOMINGUEZ,CA,90220,USA,MIAMI,FL,33147,USA,9/19/2011,125,765,FALSE,
PSD3025897,Arcadia,CA,91006,USA,North Miami,FL,33181-1715,USA,9/19/2011,60,500,FALSE,
LBC3025945,Riverside,CA,92507,USA,INDIANAPOLIS,IN,46225,USA,9/19/2011,60,160,FALSE,
KAS3025948,Sun Valley,CA,91352,USA,HOLLIS,NY,11423,USA,9/19/2011,60,1008,FALSE,
KAS3025968,Fountain Valley,CA,92708,USA,Riverside,MD,21017,USA,9/19/2011,125,1150,FALSE,
DT3026001,PACOIMA,CA,91331,USA,Farmington,MI,48336-5117,USA,9/19/2011,50,244,FALSE,
LAC3026005,LOS ANGELES,CA,90063,USA,Miami,FL,33166,USA,9/19/2011,150,705,FALSE,
SBC3026039,TORRANCE,CA,90501,USA,NANTICOKE,PA,18660,USA,9/19/2011,70,1265,FALSE,
SBC3026046,Ventura,CA,93003,USA,hILLSBOROUGH,NC,27278,USA,9/19/2011,150,850,FALSE,
KAS3026055,Orange,CA,92865,USA,COLPSNACK,NJ,07702,USA,9/19/2011,85,635,FALSE,
MG3026066,WALNUT,CA,91789,USA,MIAMI,FL,33186,USA,9/19/2011,200,170,FALSE,
KAS3026073,Santa Ana,CA,92704-5316,USA,Ebensburg,PA,15931,USA,9/19/2011,100,324,FALSE,
KAS3026105,Fontana,CA,92336,USA,Miami,FL,33178,USA,9/19/2011,125,2400,FALSE,
KAS3026117,Fontana,CA,92336,USA,Brunswick,OH,44212,USA,9/19/2011,125,1655,FALSE,
MER3026160,Carson,CA,90810,USA,BENSENVILLE,IL,60106,USA,9/19/2011,150,460,FALSE,
SBC3026181,CAMARILLO,CA,93012,USA,Tarrytown,NY,10591,USA,9/19/2011,150,657,FALSE,
LBC3026192,Riverside,CA,92507,USA,Houston,TX,77029,USA,9/19/2011,60,1000,FALSE,
ROS2924617,Chino,CA,91710,USA,Livonia,MI,48150,USA,9/19/2011,250,788,FALSE,
ROS2924635,City of Industry,CA,91746,USA,"Rockwell,",NC,28138,USA,9/19/2011,60,282,FALSE,
KAS3026204,Pico Rivera,CA,90660,USA,PLANO,TX,75074,USA,9/19/2011,60,1600,FALSE,
SBC3026218,West Lake Village,CA,91361,USA,JAMESTOWN,NY,14701,USA,9/19/2011,250,193,FALSE,
SGA3026234,Los Angeles,CA,90039,USA,Pleasant Prairie,WI,53158,USA,9/19/2011,100,186,FALSE,
SBC3026255,West Lake Village,CA,91361,USA,Chicago,IL,60638-2321,USA,9/19/2011,200,140,FALSE,
PDN3026269,Los Angeles,CA,90039,USA,MELBOURNE,FL,32904,USA,9/19/2011,70,260,FALSE,
PSD3026320,Duarte,CA,91010,USA,York,PA,17406,USA,9/19/2011,70,800,FALSE,
CRC3026754,City of Industry,CA,91745,USA,Freeport,NY,11520,USA,9/19/2011,60,3740,FALSE,
JNWQ5461739,TECATE,CA,91980,USA,TWINSBURG,OH,44087,USA,9/19/2011,70,305,FALSE,
LBC3021822,LONG BEACH,CA,90810,USA,HOUSTON,TX,77007,USA,9/19/2011,60,750,FALSE,
LBC3023184,torrance,CA,90502,USA,Pleasanton,TX,78064,USA,9/19/2011,77.5,1488,FALSE,
PSD3025485,Azusa,CA,91702,USA,Arlington,TX,76012,USA,9/19/2011,85,580,FALSE,
10Y3025660,DOWNEY,CA,90241,USA,RIDGEWOOD,NJ,07450,USA,9/19/2011,70,300,FALSE,
PSD3024615,Baldwin Park,CA,91706,USA,Brooklyn,NY,11229,USA,9/19/2011,250,145,FALSE,
PSD3024664,Baldwin Park,CA,91706,USA,Highland Mills,NY,10930,USA,9/19/2011,250,145,FALSE,
HCG2916032,City of Industry,CA,91748,USA,East Ridge,TN,37412,USA,9/19/2011,85,475,FALSE,
KAS3023143,City of Industry,CA,91748,USA,ROSENBERG,TX,77471,USA,9/19/2011,100,700,FALSE,
LBC3024990,Gardena,CA,90249,USA,Chicago,IL,60609,USA,9/19/2011,65,210,FALSE,
ELZ3025016,VALENCIA,CA,91355,USA,Garden City,TX,79739,USA,9/19/2011,85,2200,FALSE,
LBC3025126,Carlsbad,CA,92011,USA,PINEVILLE,NC,28134,USA,9/19/2011,125,920,FALSE,
LBC3025993,Compton,CA,90220,USA,Kissimmee,FL,34747,USA,9/19/2011,85,5359,FALSE,
PSD3024813,Baldwin Park,CA,91706,USA,Henrico,VA,23238,USA,9/19/2011,150,1149,FALSE,
SFWQ5456352,Newbury Park,CA,91320,USA,NEW CUMBERLAND,PA,17070,USA,9/19/2011,55,280,FALSE,
PSD3024625,BALDWIN PARK,CA,91706,USA,FORT WORTH,TX,76177,USA,9/19/2011,125,2592,FALSE,
NHQ5458256,Paramount,CA,90723,USA,Malden,MA,02148,USA,9/19/2011,50,4515,FALSE,
ULRD3024550,Moorpark,CA,93021,USA,Laredo,TX,78045,USA,9/19/2011,55,240,FALSE,
KAS3024366,Cerritos,CA,90703,USA,QUITMAN,TX,75783,USA,9/19/2011,125,2706,FALSE,
RIC3024761,Long Beach,CA,90806,USA,WEST FARGO,ND,58078,USA,9/19/2011,125,197,FALSE,
MER3025406,Sante Fe Springs,CA,90670,USA,ORLANDO,FL,32827,USA,9/19/2011,92.5,140,FALSE,
SFW2923654,City of Industry,CA,91748,USA,Pulaski,VA,24301,USA,9/19/2011,55,5075,FALSE,
KAS3025585,Orange,CA,92867,USA,BETHANY BEACH,DE,19930,USA,9/19/2011,100,536,FALSE,
MER3025626,Santa Fe Springs,CA,90670,USA,DELAND,FL,32720,USA,9/19/2011,175,275,FALSE,
KAS3025461,Vista,CA,92081,USA,GRAND RAPIDS,MI,49512,USA,9/19/2011,70,502,FALSE,
LBC3022205,City of Industry,CA,90601,USA,WEST PALM BEACH,FL,33414,USA,9/19/2011,55,174,FALSE,
SFWQ5454319,Orange,CA,92865,USA,WILLIAMSTON,SC,29697,USA,9/19/2011,85,360,FALSE,
SFWQ5454291,Orange,CA,92865,USA,WINDSOR,CT,06095,USA,9/19/2011,85,260,FALSE,
SFWQ5454234,Orange,CA,92865,USA,PERRYSBURG,OH,43551,USA,9/19/2011,85,330,FALSE,
SFWQ5454178,Orange,CA,92865,USA,WAXAHACHIE,TX,75167,USA,9/19/2011,85,666,FALSE,
SFWQ5454066,Orange,CA,92865,USA,MT VERNON,IL,62864,USA,9/19/2011,85,516,FALSE,
SFWQ5454034,Orange,CA,92865,USA,BETHLEHEM,PA,18017,USA,9/19/2011,85,185,FALSE,
SFWQ5453993,Orange,CA,92865,USA,ORLANDO,FL,32809,USA,9/19/2011,85,170,FALSE,
SFWQ5453958,Orange,CA,92865,USA,WINDSOR,WI,53598,USA,9/19/2011,85,623,FALSE,
SFWQ5453930,Orange,CA,92865,USA,JUPITER,FL,33478,USA,9/19/2011,85,335,FALSE,
SFWQ5438183,ANAHEIM,CA,92806,USA,MORRIS,IL,60450,USA,9/19/2011,150,1108,FALSE,
MER3024578,RIVERSIDE,CA,92507,USA,Toms River,NJ,08757,USA,9/19/2011,85,3750,FALSE,
LBC3024848,City of Industry,CA,90601,USA,WEST PALM BEACH,FL,33411,USA,9/19/2011,55,174,FALSE,
LBC3025763,City of Industry,CA,90601,USA,HOUSTON,TX,77099,USA,9/19/2011,55,2384,FALSE,
KAS3022137,San Diego,CA,92154,USA,Fruitland Park,FL,34731,USA,9/19/2011,55,860,FALSE,
MER3023393,Ontario,CA,91761,USA,HOUSTON,TX,77015,USA,9/19/2011,70,325,FALSE,
MER3023404,Ontario,CA,91761,USA,Atlanta,GA,30316,USA,9/19/2011,70,325,FALSE,
KAS3024522,Chino,CA,91710,USA,Hauppauge,NY,11788,USA,9/19/2011,60,350,FALSE,
KAS3025192,Garden Grove,CA,92843,USA,Chicago,IL,60640,USA,9/19/2011,85,812,FALSE,
KAS3025553,Poway,CA,92064,USA,ST PAUL,MN,55120-1129,USA,9/19/2011,85,1783,FALSE,
KAS3025886,San Diego,CA,92126,USA,Nuevo Laredo,TX,78042,USA,9/19/2011,85,275,FALSE,
LAC3025954,SANTA FE SPRINGS,CA,90670,USA,NORCROSS,GA,30071,USA,9/19/2011,60,771,FALSE,
LBC3022174,Torrance,CA,90502,USA,Hialeah Gardens,FL,33018,USA,9/19/2011,55,2028,FALSE,
HOU3023036,Vernon,CA,90058,USA,Houston,TX,77017,USA,9/19/2011,70,1095,FALSE,
10Y3025372,LA PUENTE,CA,91744,USA,Boonville,MO,65233,USA,9/19/2011,60,500,FALSE,
LBC3025929,Torrance,CA,90502,USA,Charlotte,NC,28208,USA,9/19/2011,55,1115,FALSE,
LBC3022917,Brea,CA,92821,USA,Miami,FL,33122,USA,9/19/2011,55,190,FALSE,
SGA3023010,Anaheim,CA,92805,USA,CHICAGO,IL,60616,USA,9/19/2011,100,330,FALSE,
KAS3023373,San Clemente,CA,92672,USA,Clarksville,TN,37040,USA,9/19/2011,92.5,188,FALSE,
FAR3025990,Duarte,CA,91010,USA,Fondulac,WI,54935,USA,9/19/2011,100,856,FALSE,
KAS3026017,Torrance,CA,90501,USA,Fairless Hills,PA,19030,USA,9/19/2011,125,249.2,FALSE,
KAS3026086,Torrance,CA,90501,USA,Greensboro,NC,27410,USA,9/19/2011,125,224.2,FALSE,
SSI3026164,Barstow,CA,92311,USA,Norwalk,OH,44857,USA,9/19/2011,55,300,FALSE,
SFW2924730,LOS ANGELES,CA,90066,USA,BURLINGTON,NJ,08016,USA,9/19/2011,85,587,FALSE,
SFW2924732,LOS ANGELES,CA,90066,USA,Uxbridge,MA,01569,USA,9/19/2011,85,121,FALSE,
SFW2924734,LOS ANGELES,CA,90066,USA,Liverpool,NY,13088,USA,9/19/2011,85,685,FALSE,
SFW2924736,LOS ANGELES,CA,90066,USA,Aberdeen,MD,21001,USA,9/19/2011,85,1859,FALSE,
SFW2924738,LOS ANGELES,CA,90066,USA,Tuscaloosa,AL,35406,USA,9/19/2011,85,336,FALSE,
10Y3017565,City of Industry,CA,91789,USA,BETTENDORF,IA,52722,USA,9/20/2011,85,150,FALSE,
BNW2924786,FONTANA,CA,92335,USA,LIVONIA,MI,48152,USA,9/20/2011,100,184,FALSE,
BIR3027667,SAN PEDRO,CA,90731,USA,SOUTH BEND,IN,46628,USA,9/20/2011,150,900,FALSE,
ULRD3028036,IRVINE,CA,92618,USA,Laredo,TX,78041,USA,9/20/2011,77.5,300,FALSE,
10Y3028269,Chino,CA,91710,USA,Chesterfield,MO,63005,USA,9/20/2011,125,500,FALSE,
ULRD3028532,Paramount,CA,90723,USA,EL PASO,TX,79905,USA,9/20/2011,60,5131,FALSE,
FVD3026174,Santa Clarita,CA,91350,USA,Marianna,FL,32448,USA,9/20/2011,55,520,FALSE,
KAS3027752,South El Monte,CA,91733,USA,DES MOINES,IA,50317,USA,9/20/2011,60,2053,FALSE,
KAS3027882,South El Monte,CA,91733,USA,GRAND PRAIRIE,TX,75050,USA,9/20/2011,60,2053,FALSE,
KAS3027923,South El Monte,CA,91733,USA,CHARLOTTE,NC,28206,USA,9/20/2011,60,2053,FALSE,
RAV3001998,CARSON,CA,90810,USA,FORT WORTH,TX,76177,USA,9/20/2011,100,206,FALSE,
MER3010347,CARSON,CA,90745,USA,TOPEKA,KS,66617,USA,9/20/2011,125,280,FALSE,
DT3019499,CORONA,CA,92880,USA,Marine City,MI,48039,USA,9/20/2011,110,630,FALSE,
BNWQ5457502,Santa Fe Springs,CA,90670,USA,Woburn,MA,01801,USA,9/20/2011,70,360,FALSE,
NSH3023971,TORRANCE,CA,90505,USA,BEL AIR,MD,21014,USA,9/20/2011,150,471,FALSE,
SBC3024499,MOORPARK,CA,93021,USA,CAPE GIRARDEAU,MO,63702,USA,9/20/2011,125,446,FALSE,
HOU3024532,Santa Fe Springs,CA,90670,USA,Houston,TX,77036,USA,9/20/2011,250,948,FALSE,
SBC3024724,SIMI VALLEY,CA,93065,USA,Holland,MI,49424,USA,9/20/2011,100,700,FALSE,
CHA3024747,Valencia,CA,91355,USA,Bedford,VA,24523,USA,9/20/2011,150,265,FALSE,
NSH3025439,Canyon Country,CA,91351,USA,WICHITA,KS,67219,USA,9/20/2011,55,4080,FALSE,
DT3025508,TORRANCE,CA,90506,USA,Oxford,MI,48371,USA,9/20/2011,70,2660,FALSE,
SBC3025883,Sylmar,CA,91342,USA,Roseville,MN,55113,USA,9/20/2011,70,228,FALSE,
SBC3025904,Sylmar,CA,91342,USA,Redsprings,NC,28304,USA,9/20/2011,70,664,FALSE,
LBC3025919,Los Angeles,CA,90045,USA,KNOXVILLE,TN,37918,USA,9/20/2011,60,650,FALSE,
LBC3025934,Los Angeles,CA,90045,USA,GOTHENBURG,NE,69138,USA,9/20/2011,60,4800,FALSE,
LBC3025958,Gardena,CA,90247,USA,NEW YORK,NY,10012,USA,9/20/2011,70,975,FALSE,
KAS3026326,Brea,CA,92821,USA,LAREDO,TX,78045,USA,9/20/2011,55,1500,FALSE,
BNW2924785,FONTANA,CA,92335,USA,HARRISBURG,PA,17109,USA,9/20/2011,100,400,FALSE,
AEA2925022,Gardena,CA,90248,USA,Watkinsville,GA,30677,USA,9/20/2011,100,1500,FALSE,
ALL3026991,ONTARIO,CA,91761,USA,WHITEHALL,PA,18052,USA,9/20/2011,150,949,FALSE,
HCG2925688,VERNON,CA,90058,USA,Newcastle,ME,04553,USA,9/20/2011,100,742,FALSE,
LBC3027280,Compton,CA,90220,USA,CHICAGO,IL,60618,USA,9/20/2011,300,560,FALSE,
OAKQ5464567,Huntington Beach,CA,92647,USA,Lakeland,FL,33801,USA,9/20/2011,100,246,FALSE,
LBC3027340,Compton,CA,90220,USA,EFFINGHAM,IL,62401,USA,9/20/2011,250,110,FALSE,
OCA3027357,Gardena,CA,90248,USA,Sanford,FL,32773,USA,9/20/2011,100,4308,FALSE,
LBC3027384,Compton,CA,90220,USA,INDIANAPOLIS,IN,46236,USA,9/20/2011,300,325,FALSE,
LBC3027413,Compton,CA,90220,USA,HIGHLAND PARK,MI,48203,USA,9/20/2011,300,340,FALSE,
LBC3027427,Compton,CA,90220,USA,SAINT CHARLES,MO,63301,USA,9/20/2011,250,140,FALSE,
MMM3027464,Los Angeles,CA,90033,USA,New Berlin,WI,53151,USA,9/20/2011,100,2414,FALSE,
OCA3027472,Gardena,CA,90248,USA,Sanford,FL,32773,USA,9/20/2011,200,611,FALSE,
KAS3027485,Vista,CA,92081,USA,El Paso,TX,79935,USA,9/20/2011,65,416,FALSE,
LAC3027555,Los Angeles,CA,90040,USA,GREENSBORO,NC,27406,USA,9/20/2011,150,740,FALSE,
SSI3027563,Placentia,CA,92870,USA,Houston,TX,77081,USA,9/20/2011,55,537,FALSE,
LBC3027574,Commerce,CA,90040,USA,Dallas,TX,75247,USA,9/20/2011,50,190,FALSE,
KAS3027593,Vista,CA,92081,USA,RAPID CITY,SD,57701,USA,9/20/2011,92.5,2398,FALSE,
ELZ3027634,City of Industry,CA,91745,USA,El Paso,TX,79901,USA,9/20/2011,70,550,FALSE,
KAS3027637,Carlsbad,CA,92008,USA,SAINT LOUIS,MO,63127,USA,9/20/2011,100,894,FALSE,
SBC3027650,Ventura,CA,93004,USA,Coppell,TX,75019,USA,9/20/2011,70,662,FALSE,
SBC3027723,Camarillo,CA,93012,USA,Indianapolis,IN,46278,USA,9/20/2011,125,200,FALSE,
LAS3027728,Santa Ana,CA,92707,USA,Alvin,TX,77511,USA,9/20/2011,70,2779,FALSE,
KAS3027782,Corona,CA,92879,USA,AUBURN,MA,01501,USA,9/20/2011,200,332,FALSE,
FVD3027815,San Diego,CA,92121,USA,Mitchell,SD,57301,USA,9/20/2011,55,200,FALSE,
KAS3027819,Vista,CA,92081,USA,"Boerne,",TX,78006,USA,9/20/2011,70,1082,FALSE,
LAC3027829,Santa Monica,CA,90404,USA,PORT CHARLOTTE,FL,33952,USA,9/20/2011,150,266,FALSE,
SPR3027854,Gardena,CA,90248,USA,Bohemia,NY,11716,USA,9/20/2011,60,250,FALSE,
MOD3027856,Cerritos,CA,90703,USA,COUNCIL BLUFFS,IA,51501,USA,9/20/2011,60,645,FALSE,
KAS3027872,Chino,CA,91710,USA,Freehold,NJ,07728,USA,9/20/2011,60,470,FALSE,
10Y3027884,IRVINE,CA,92606,USA,LIBERTY,MO,64068,USA,9/20/2011,55,1990,FALSE,
KAS3027935,ONTARIO,CA,91761-4555,USA,URBANA,IL,61802,USA,9/20/2011,125,235,FALSE,
LBC3027946,Paramount,CA,90723,USA,HOUSTON,TX,77007,USA,9/20/2011,77.5,145,FALSE,
PDN3028026,Pasadena,CA,91105,USA,Richmond,VA,23229,USA,9/20/2011,150,400,FALSE,
WES3028034,Industry,CA,90601,USA,HOUSTON,TX,77001,USA,9/20/2011,65,396,FALSE,
JNWQ5465173,IRVINE,CA,92614,USA,Clearwater,FL,33760,USA,9/20/2011,60,370,FALSE,
PSD3028068,Arcadia,CA,91006,USA,Miami,FL,33122,USA,9/20/2011,60,100,FALSE,
KAS3028075,Anaheim,CA,92801,USA,Waterford,MI,48328,USA,9/20/2011,92.5,385,FALSE,
ROS2926770,Chino,CA,91710,USA,Spearfish,SD,57783,USA,9/20/2011,250,448,FALSE,
KAS3028106,Santa Ana,CA,92704,USA,FORT LAUDERDALE,FL,33315,USA,9/20/2011,100,125,FALSE,
KAS3028126,Chula Vista,CA,91911,USA,CHICKAMAUGA,GA,30707,USA,9/20/2011,150,125,FALSE,
AKS3028130,Hawthorne,CA,90250,USA,Ann Arbor,MI,48103,USA,9/20/2011,70,330,FALSE,
MEM3028182,"Pico Rivera,",CA,90660,USA,Brookfield,WI,53005,USA,9/20/2011,100,410,FALSE,
SBC3028214,Simi Valley,CA,93065,USA,Princeton,NJ,08540,USA,9/20/2011,77.5,1025,FALSE,
SBC3028292,Calexico,CA,92231,USA,Medley,FL,33166,USA,9/20/2011,85,3384,FALSE,
ALL3028296,LOS ANGELES,CA,90045,USA,BETHLEHEM,PA,18015,USA,9/20/2011,70,1199,FALSE,
MIN3028343,Azusa,CA,91702,USA,MYERSTOWN,PA,17067,USA,9/20/2011,65,5523,FALSE,
PDN3028358,Pasadena,CA,91105,USA,Warren,OH,44484,USA,9/20/2011,150,200,FALSE,
SGA3028361,Santa Ana,CA,92703,USA,BOLIVAR,MO,65613,USA,9/20/2011,85,1600,FALSE,
KAS3028387,Placentia,CA,92870,USA,Hammond,IN,46323,USA,9/20/2011,70,1600,FALSE,
SFWQ5466690,Valencia,CA,91355,USA,MASPETH,NY,11378,USA,9/20/2011,85,156.2,FALSE,
WES3028424,whittier,CA,90601,USA,Pharr,TX,78577,USA,9/20/2011,65,256,FALSE,
LAC3028433,Orange,CA,92865,USA,MIAMI,FL,33122,USA,9/20/2011,70,348,FALSE,
NSH3028454,LA PUENTE,CA,91744,USA,OSKALOOSA,KS,66066,USA,9/20/2011,70,430,FALSE,
KAS3028487,Santa Ana,CA,92704,USA,NORTHBROOK,IL,60062,USA,9/20/2011,55,651,FALSE,
DEN3028493,Riverside,CA,92503,USA,OLNEY,TX,76374,USA,9/20/2011,55,660,FALSE,
LD3028495,GARDENA,CA,90249,USA,Arlington,TX,76006,USA,9/20/2011,50,541,FALSE,
SFWQ5466971,Irvine,CA,92606,USA,East Farmingdale,NY,11735,USA,9/20/2011,55,190,FALSE,
PSD3028556,El Monte,CA,91731,USA,MANASSAS,VA,20110,USA,9/20/2011,125,390,FALSE,
FLR3028559,LA PUENTE,CA,91746,USA,Long Island City,NY,11101,USA,9/20/2011,125,390,FALSE,
FAR3028565,ONTARIO,CA,91761,USA,LINCOLN,NE,68528,USA,9/20/2011,77.5,1544,FALSE,
KAS3028614,Los Angeles,CA,90040,USA,NASHVILLE,TN,37210,USA,9/20/2011,65,1674,FALSE,
FAR3028626,Chino,CA,91710,USA,Laredo,TX,78045,USA,9/20/2011,92.5,311,FALSE,
KAS3028642,Garden Grove,CA,92841,USA,LAKELAND,FL,33809,USA,9/20/2011,70,930,FALSE,
FSD3028659,Simi Valley,CA,93063,USA,Berlin,NJ,08009,USA,9/20/2011,50,286,FALSE,
PSD3028688,Baldwin Park,CA,91106,USA,FREDERICK,MD,21701,USA,9/20/2011,150,800,FALSE,
SFW2927509,Santa Fe Springs,CA,90670,USA,Austin,TX,78745,USA,9/20/2011,250,128,FALSE,
HAR3028720,CHINO,CA,91708,USA,East Hartford,CT,06108,USA,9/20/2011,85,200,FALSE,
MMM3028728,COMPTON,CA,90221,USA,ELK GROVE VILLAGE,IL,60007,USA,9/20/2011,70,192,FALSE,
SFWQ5465963,Valencia,CA,91355,USA,HEATH,OH,43056,USA,9/20/2011,60,1066,FALSE,
SBC3028760,VENTURA,CA,93003,USA,Knoxville,TN,37931,USA,9/20/2011,85,545,FALSE,
FSD3028765,FULLERTON,CA,92831,USA,Yankton,SD,57078,USA,9/20/2011,60,131,FALSE,
MMM3028773,BELL,CA,90201,USA,Jefferson,OH,44047,USA,9/20/2011,150,375,FALSE,
SBC3028780,Camarillo,CA,93012,USA,MIAMI,FL,33166,USA,9/20/2011,70,1032,FALSE,
SGA3028837,San Diego,CA,92154,USA,East Lyme,CT,06333,USA,9/20/2011,150,275,FALSE,
SBC3028855,Santa Barbara,CA,93103,USA,Paris,TN,38242,USA,9/20/2011,70,425,FALSE,
JNWQ5467777,San Dimas,CA,91773,USA,Elmhurst,IL,60126,USA,9/20/2011,60,1124,FALSE,
HAR3028896,Oxnard,CA,93033,USA,Old Lyme,CT,06371,USA,9/20/2011,100,150,FALSE,
KAS3028897,Industry,CA,91748,USA,MADISON,WI,53713,USA,9/20/2011,70,135,FALSE,
PSD3028907,MONROVIA,CA,91016,USA,MIAMI,FL,33172,USA,9/20/2011,85,631,FALSE,
KAS3028923,Industry,CA,91748,USA,MIDDLETOWN,MD,21769,USA,9/20/2011,70,1183,FALSE,
